,rjd,vrad,svrad,vrad_corr_gb,vrad_corr_mc
0,8451.397730779834,-23.56871942117955,2.71193173519816,-14.057374374938512,-27.544015003684382
1,8457.382977509871,-26.04901712321972,4.19010255295249,-15.723477243281755,-30.22227428873159
2,8370.643406350166,-39.88359656680007,2.71638567742338,-30.426722427431052,-42.833024747664645
3,8760.63975400012,-11.498335944660099,2.86065211466176,-3.8777231403544246,-15.32568275767542
4,8822.447511559818,16.0987381694504,2.84016469326101,24.43061310201865,13.955393096170127
5,8738.519684770145,-14.864536578530263,2.82081318733388,-7.010057755469472,-18.859610727960636
6,8757.577709060162,-14.556597734049603,2.96570194859853,-6.0501048039421566,-18.46737240805883
7,8497.298343989998,-15.831599391970208,3.28028788389979,-7.80537960501191,-18.752010895129924
8,8733.57585280016,2.4750749900599445,2.72757012678287,10.169378864245274,-1.523666676694719
9,8405.578519729897,-61.4396984908101,3.46212365558397,-50.313029167694744,-65.1799355332439
10,9158.582370220218,30.012213023660195,2.65369470060478,37.056178787060844,25.15573740538663
11,9206.32517550001,30.268044269459615,2.68156373630478,39.63748903647581,26.46571630643284
12,8754.543986340053,3.997574929459624,2.64743542885588,11.280686218494862,0.014388199337616925
13,8368.65145809995,-49.55837936126972,2.69887040084741,-40.620276863765724,-52.50632642233052
15,9122.600768920034,26.416650507130157,2.81823454044915,35.102132026419035,21.173404453068514
16,9166.500005399808,20.118518463339896,2.64973131750672,28.7698514868144,15.419213393832816
17,8496.302546009887,-24.27242528900031,2.77612775219898,-17.062668778415155,-27.24540436586077
18,8796.368549789768,-28.37375014957999,3.41010474609517,-18.869805322639014,-31.22763737363851
19,8878.340898340102,-7.724449528120125,3.33874667635994,2.6126022710971832,-10.392557136176386
20,8826.273195140064,1.9080029387197328,2.7453918558799,10.833443532048955,-0.18713083097830596
21,8820.3649352598,5.967084317759941,2.7800048432666,14.814888878160634,3.7669977891862434
22,8762.529238800053,0.0,2.71591459210878,7.608799370587371,-3.775866289923761
23,9069.62392371986,8.668448962110276,2.77924472492014,15.844518438806437,3.317196965674883
24,8400.519603339955,-37.50225330048984,2.72768145284372,-28.736228488028488,-41.31483858722371
25,8841.384243940003,0.024832275499875323,2.95839510810628,8.504681983781078,-1.899129878739433
27,9093.62133518001,19.09606154170973,2.74475085396646,27.479394438666823,13.649660626414184
28,9103.6667081099,16.396053001380473,2.620628302334,24.29214126997224,11.019063740487033
29,8769.539453039877,21.64316293800983,3.10395349139501,31.129250713900525,18.058295536281904
30,8486.415619370062,-21.357175340630086,2.74357763712384,-12.923311323882466,-24.85207930104462
31,8824.427956810221,12.848334215849633,2.76546594059826,21.858652572744848,10.732298361193282
32,8758.622907420155,0.5005993587099411,2.74913390409287,7.703788063060744,-3.3816980508572714
34,9159.568214820232,23.473474198199895,2.60394833247725,31.356697506359797,18.627595538699396
35,8393.618533960078,-31.302213066119577,2.80186167682761,-23.256064383556346,-35.21349147504455
36,8375.581371129956,-43.47761114726012,2.73865383265192,-34.08514172003774,-46.430710968401954
37,8836.459433650132,-9.121688040780285,3.09523687669821,1.7513427304376943,-11.101436377984495
