,rjd,vrad,svrad,vrad_corr_gb,vrad_corr_mc
0,9120.668387010228,6.634770406350299,2.07893096266862,12.242275950632726,1.3752595773997598
1,9168.587737719994,-1.4212575746483935,2.13212559491627,3.933043759802357,-6.067511393585626
2,9197.61215189984,10.320723332654325,2.13377461082821,15.435323907244749,6.412007297852684
3,9149.615540069994,12.691096663452583,2.35284838244073,19.93276514813588,7.738235540378759
4,9167.627053210046,0.800188949753533,2.15435617136837,6.195733635010908,-3.8704767701554106
5,9111.666540840175,-18.00136145104858,2.19667180823244,-10.85532421679405,-23.323073359013065
6,9113.658442180138,-11.773330761350564,2.05024568178692,-6.49104925722399,-17.081279002363353
7,9175.566543070134,-8.791950257347025,2.14045545758481,-3.1879029477612466,-13.2608660393488
8,9194.495751069859,11.112361199650422,2.15162242535693,17.30671064327581,7.124454475645511
9,9140.602678790223,-4.549691363344266,2.05820528997563,1.6781708407759546,-9.599432785207256
10,9140.6879033898,-3.240423081550148,2.15397628352978,3.2638990673778983,-8.289248414236242
11,9206.496859690174,3.5338052589537483,2.17937769795711,9.955725866634333,-0.2694874046423208
12,9182.645214360207,-0.8001889497464276,2.13071588124973,3.9258781591610634,-5.089229006934084
13,9172.708521449938,5.846382400051198,2.70013523881139,11.821546373840734,1.3048415886617803
14,9106.661649039946,-1.9226496196509402,2.11542388334651,3.6885795347391386,-7.278944397000367
15,9141.646497569978,-3.5549031360488925,2.15201583998797,2.539143322286948,-8.593424427908172
16,9150.676137419883,9.309170190455518,2.12671116807816,15.612288958511376,4.36770955219587
17,9183.49595269002,-5.745254732545391,2.15460397321024,-0.2464139912940035,-10.012676725066472
18,9146.635398389772,5.7003038123539795,2.1192261931329,14.105278802269003,0.715408798215841
20,9147.632440940011,2.1065911877542476,2.12278566870363,7.836146631212321,-2.8675864995356974
21,9170.532832129858,4.76787895905062,2.13060850328738,9.237024154294723,0.17105182662966634
22,9110.660288750194,-8.926437689446232,2.09932427066949,-3.7414857337520573,-14.25510261177849
