,rjd,vrad,svrad,vrad_corr_gb,vrad_corr_mc
0,8918.521271809936,11.947826974697762,3.16797949608178,19.411748371605825,9.290274974171094
1,8919.564004680142,6.0084380908946855,3.47519855713292,14.088695776760018,3.3833645916576303
2,9057.401034050155,33.57381329319509,2.24479932955217,39.300097552993094,28.50290333757946
3,9197.714143520221,58.32555380149529,2.54807523599916,65.52805366075802,54.41942947012062
4,9149.24854198983,-49.454098261705326,3.61374023547625,-40.00760539553013,-54.41090429001598
5,9020.42866980983,0.0,2.67910768506329,6.497006165504034,-3.742857024586752
6,9018.44308322994,-4.077945546605122,2.8767281365675,2.581350579008672,-7.45606669531789
7,9056.375661190134,-4.457768082801294,2.71798974127766,1.846748196222288,-9.505160267419427
8,9140.252101679798,-5.9095008423000195,2.80428104257909,2.0383728500956084,-10.963010658477788
9,8887.607969920151,37.77542619339869,3.29729280689133,44.428902914258536,34.6685133523826
10,9059.36318450002,20.20040599259687,2.91924788324918,26.609786864507196,15.084492500471068
11,8916.476637079846,-8.470626334904807,3.50330514698914,-1.074312772165787,-11.191863554930563
12,9062.366117080208,30.85726111950038,2.82393747174317,37.084987385895744,25.67247289556213
13,9019.42138636019,-4.70728489069927,2.70513917039481,1.6630551946153629,-8.26511225454071
14,9083.326723979786,-8.783698007299279,2.60237466646497,-3.0246197072187297,-14.3012327669848
15,9141.249152230099,35.30265619779982,2.79257250619969,43.934550193789,30.259863794463833
16,9081.34486983018,50.44574950749592,2.62504288508316,56.334631700323214,44.91452050507118
17,9058.354268449824,37.33976362070024,2.80561297377306,43.42432349966678,32.246990449085445
18,9150.26183677977,-74.1584345663,3.32986949202665,-64.96478839507859,-79.10434857053932
19,8917.692959940061,-28.725864037902227,3.20092438130522,-20.45006319783823,-31.409215865884804
20,9016.428157909773,19.857697276897568,3.60236702760509,26.054596319543315,16.849701288636314
21,9107.300359829795,-51.535725770399665,3.18979359221606,-42.56653900622852,-56.8876071752524
22,9065.36573285982,-75.77280630120242,3.79037191551412,-68.46201335386642,-81.02639318340034
23,9061.364213129971,7.397273810795468,2.6008572329595,13.264502481196114,2.2354650790808073
24,9084.3555276501,-2.8617303405056305,4.0381710065339,4.073009240124285,-8.372156258607092
25,9152.244711350184,-83.20283682170526,3.86594219513593,-74.26376452032093,-88.12743667554548
26,9060.391301900148,-1.7624625737013844,2.63742351533799,3.460607983069793,-6.901956785112307
27,9139.245826989878,-30.822517847504116,2.91692834450478,-22.162892269365102,-35.886844227878015
28,9006.433505659923,28.996675969494845,3.02778877085172,36.02228010646366,27.536535448458807
29,9147.242938559968,25.198328431400796,3.56583131554399,34.75116766101528,20.219963937525648
30,9017.452326999977,26.831839634695598,3.42391553391513,33.50974200628674,23.635712232804693
