,rjd,vrad,svrad,vrad_corr_gb,vrad_corr_mc
0,8185.498369980138,-8.416930260267463,0.637585296619569,-8.954614204703404,-7.7454799992186025
1,8918.440418070182,8.994441135630638,1.1204156239076,8.35819116030857,6.822749462027939
2,8912.495915600099,1.8666695168327863,1.18086875128907,1.597495582374799,-0.453632639336567
3,9180.616842839867,-17.85663372136881,3.4276861301032,-5.972348579859723,-22.28196757604381
4,8451.682118929923,8.465686913730508,0.595696884653679,1.007282060256097,4.608305756860543
5,8853.554590919986,6.8678017472336705,1.10893028342081,5.744055468069737,5.136951959780308
6,8457.720541370101,2.875719897630802,0.502203813320316,-3.706544854088567,-1.306217453418952
7,8828.61483831983,0.668636693632152,0.643515766205822,-2.3348359538524366,-1.4447852848708735
8,8243.458196130116,-15.204116023468828,1.23445923646468,-7.961311603248069,-15.697633960549375
9,8498.660658540204,1.8123187476319913,0.970119993809868,-0.00649677863745696,-0.9601872782694538
10,8556.441373900045,3.2076362123305557,0.770110051991915,1.514634740824638,2.195615398037627
11,8890.39110975014,-10.887659185666365,2.9506820671556,-2.0830577960929078,-14.231025989347234
12,8632.353780790232,-6.916898202568689,0.940157339008642,-7.213185434646475,-8.573647135599364
14,8626.366142860148,-3.0767822227666386,0.616908877188472,-4.620095149102222,-5.459133763162493
15,8805.622439220082,-6.088871671067864,1.6128861060279,-6.5896812117808174,-8.756647443696226
16,8264.351484749932,-7.3997145821671495,1.06921455553282,-3.3852023675420466,-8.536657737290277
17,8602.320228530094,-0.019089329367005803,0.813724473572355,-1.5711106571428286,-2.841133613702495
18,8528.506426540203,0.5773459980318307,0.517573536489096,-3.983802133207645,-1.523078162409767
19,8919.484347890131,6.857312836032747,1.34063110486705,7.750488031001419,4.7117190427975135
20,8534.506445439998,-0.3469363971682071,0.639101022985544,-2.7670733710008295,-2.502037319279113
21,9203.656779480167,19.27795609523031,1.30466724762741,17.023893525594453,15.426284257333021
22,8607.379260099959,-3.372113851767722,1.11903558093913,-2.0997996888735218,-6.590589496384165
23,8213.541471220087,-10.289860753168512,0.788073746157,-6.150883688593171,-10.077457882918102
24,8613.41864249995,-9.374248177966393,2.11544854964553,-2.1429533146621753,-12.860953543294444
25,9197.730913999956,16.771357512233465,0.579992579605289,8.55739314006076,12.788018614122786
26,8821.603021360002,-0.7695712806672361,0.894277204733023,-4.779453913667788,-2.9905535153030303
27,8635.348448390141,-2.0668944956696578,0.648258680793224,-2.8164044818139313,-3.3607382588810384
28,9205.628812289797,11.872501747031805,0.606103745984756,11.252925338580138,8.021289900072912
29,8883.542230760213,2.493935335930786,0.902806717763472,0.5166468531747396,-0.6025571568995919
30,8877.617260389961,8.717513640732477,0.695186829357772,6.161712268431308,5.937293341658582
31,8475.70316410996,-4.785921115569636,0.98088723296593,-7.76973908951836,-8.545272560872224
32,8884.464227150194,5.415984143731123,1.1785108847686,4.351488566696389,2.270275907585125
33,8550.397240180057,-2.849161053369187,1.15053968951655,-0.9292611478405715,-5.028760099286605
35,8591.342311259825,2.5782504097335845,0.927574981040309,1.6150865337980267,0.2303374754324245
36,8608.39479171019,2.2796538751315154,0.924746223003675,0.8300400735569079,-1.0183999599138318
37,8218.475737260189,-15.089954439666542,1.69688647444842,-6.897960261493409,-14.95832230628411
39,8529.56119662989,2.745797468133304,0.531471635856735,-2.749538552161976,0.638920662509878
40,8897.580985669978,-7.196957075766619,2.48967768418408,0.9212733098893384,-10.195927367391986
41,8557.487763769925,7.292635140430548,0.667706710478921,4.542680858153926,6.482751156734839
42,8440.66643575998,-1.6606690609677344,0.677572482562388,-1.0094871767019287,-4.521353818325167
43,8242.461493839975,-18.049614509969558,2.19355029612302,-7.815638714445694,-18.512438217911438
44,8497.613209330011,3.34644221773317,1.02301347592898,-0.6065226521877551,0.5218917879140309
45,9175.67902188003,10.558511347330324,0.685911496996861,4.7331813721731795,6.005651321924249
46,8852.63369783992,8.142460937733631,1.43435523108946,5.804191100254466,6.397484783871907
47,8448.69976413995,-4.332083257668984,1.05443296224069,-5.907838654359796,-7.919621660769014
48,8456.700817650184,3.195010864832426,0.737497456046489,-0.4280991815744273,-1.0108896687867943
49,8913.453700120095,3.959588957631155,0.834428708226537,2.006910301234179,1.6632310794611602
50,8270.349243179895,2.5788445562326956,0.54468626689549,1.1496821110459685,1.2571957238086966
51,8617.338807640132,-0.4937904015669403,0.564694403391188,-2.4099555557786583,-3.646126255677669
52,8460.674225240014,3.3736509168313944,0.928086995226107,1.158340725670501,-0.7388758042165717
53,8901.566975079942,10.150759990633418,1.04829355369284,9.29182227664601,7.342719398656187
54,8856.640199849848,4.212042280531847,0.854413029534122,1.36602065037288,2.528525286949587
55,8856.730251570232,0.22149809553084765,0.950998379980192,-1.7049545760774558,-1.4606375177094493
56,8625.397009050008,-15.339106474069553,1.74463723193448,-6.893978270876512,-17.804120041908906
57,9171.67276865011,12.889425244431152,0.51105049241771,8.369265431387673,8.23309809505556
58,8235.441144689918,-10.143033367068455,0.98832769925075,-7.476662363242877,-10.389659914055654
59,8553.417086029891,0.188069755431286,0.730226670653641,-0.5278473874847803,-1.408169219303742
60,8893.55830287002,7.057540130631423,0.991522440662753,3.272615510141639,3.8658825185491543
61,8501.701024310198,-2.750075218866499,0.800654115840328,-2.927475512448764,-5.3715151857636
62,8216.454083649907,-13.002903938868826,0.863899842476835,-12.484214162179462,-12.838178646247073
63,9194.675126969814,11.468450755632631,3.15394930221743,21.913427281802807,7.406191859876558
64,8467.679958379827,-4.666121039068827,0.866810987220314,-4.856964399704747,-8.614015263114634
65,8875.616597020067,7.078974480933198,0.546882536187959,5.655403393609088,4.405548672535842
66,8147.549917509779,-5.927428861369322,0.797844473700773,-5.981532617318145,-6.4452307801909035
67,8546.37522053998,1.5372439761307533,0.546557555789284,-0.2272924261351294,-1.4193105106284254
68,9206.632201320026,10.708250304130473,0.906962863310496,4.511645974457626,6.857272504931504
69,8141.614929089788,-7.877149364468039,0.786751229500906,-8.772401630501754,-8.484951147539075
70,8552.40383674018,6.951625995032629,0.772710485115424,5.963822058129032,5.159652136080516
71,8543.57619269006,3.673520430133692,0.810680569113122,2.4290011853881346,0.6898374760812729
72,8587.403047520202,1.2689149533322563,1.01719727754999,2.3376346627136453,-0.9210031024410701
73,8593.427472869866,-1.6847155725692176,0.682377246307016,-3.085371948716427,-4.116259580356414
74,8488.697415269911,1.8953165674311379,0.799799319646162,-0.0015111529403229965,-1.3722311770027205
75,8588.37816635007,-2.6928705998692237,1.15708563022426,-0.8875278148891002,-4.921898446521912
76,8258.374693970196,-6.272905411769614,0.61841308095725,-5.451544440571302,-7.225788604833966
77,8825.593155459967,1.6477001185322138,0.780379176642224,-4.8426235480822735,-0.512074037191214
78,8487.699086990207,-10.729596544067022,2.38051657226008,-4.4103337836947025,-14.046748030358483
79,8887.455789530184,5.422463084830298,0.930682699185474,2.8058115070686775,2.1170666245154193
80,8153.566158620175,-6.250333946969278,1.0354238263228,-5.612118940218417,-6.536073789498998
81,8600.48275345983,-6.776468798367574,0.8731312049149,0.34662757999759114,-9.490984009270464
82,8532.53021884989,-2.1184821893669437,0.699985021526845,-5.600997215176139,-4.243522239388337
83,8209.540288799908,-10.264569076568364,1.40555354316252,-3.4836925843564583,-9.986669443517862
84,8630.371429369785,-1.8568715837687932,0.619084213389026,-1.5858488838773501,-3.7538493752212774
85,8894.4885246302,10.908115182832745,0.64971356584106,5.6796030062878105,7.761015381374182
86,8560.512334580068,-1.1035576117670587,0.936558542090379,-2.387991252394763,-1.9570398291006508
87,8916.424981560092,5.186577793931946,1.00613753872147,4.278201874091095,2.964500912508367
88,8449.586642529815,-6.194472455767652,1.52342920914675,-1.928242208365587,-9.862255405152025
89,9182.691645550076,14.853583901430767,0.509938816391331,6.920905063812896,10.481834744704024
90,8906.537121590227,1.946702928933064,0.953855129781506,1.2458593641765636,-0.6232666390611186
91,9172.590530599933,12.455670223133097,0.595461548916764,9.865438999482121,7.823045566831981
92,8637.351090789773,-1.947325372967157,0.645838044397094,-2.6845124448952618,-2.9984813399945307
93,8496.631780580152,-0.32629501486880486,2.11843147305127,1.2415979589552137,-3.1996095029134537
94,8447.624985670205,-1.4158280459675154,0.590001524947703,-3.015431042008445,-4.90612074813894
95,8620.380940719973,-2.5728574202688037,0.760932037498444,-3.977904920558675,-5.465715289501182
96,8857.528123239987,5.046344570732941,0.795628596937368,1.39243070688711,3.338473174701314
97,8914.418219109997,6.764914450730686,1.02948146445403,5.807429646271895,4.492669209952196
98,8885.385782309808,1.675738853432307,1.90755197199669,3.342154869245224,-1.5191615733551742
99,8151.675252430141,-4.96533083836681,1.11855520480125,-6.602660483022408,-5.3240078535397934
100,8146.578338210005,-10.06213508026832,0.689181767828397,-11.245215283485233,-10.617413341119839
101,8590.415396839846,2.553197477631386,0.443270131440861,0.5360652694141244,0.24246096533954994
102,8598.491991360206,-8.284533475567457,2.47781512738625,0.5772724816882225,-10.919203761911435
